ledger_id,entity_type,entity_id,action,timestamp,actor_id,prev_hash,current_hash,signature,kid,canonical_entity_json
LGR-0011,evidence,EVID-0011,create,2026-06-02T17:00:00Z,USER-0011,,92459387cf27da6ee5c4205c69cb0805ef28a6f6abc3def9008c49d2603ff064,vZMx6pHSJPEzGpv9yyTWsG3WCEBGNNu8YKedVJoAsod76PgnWirGBQ+dUc5ijZ89a2G3giKbYqRU3qkzkKIPBg==,demo-test-2026-09,"{""filename"":""field_11.jpg"",""gps_lat"":-33.4,""gps_lon"":25.4955,""id"":""EVID-0011"",""parent_id"":""INSP-0011"",""parent_type"":""inspection"",""timestamp"":""2026-06-02T17:00:00Z"",""uploader_id"":""USER-0011""}"
LGR-0012,evidence,EVID-0012,create,2026-06-02T20:00:00Z,USER-0012,,114152a8c14923972f11104d8fb691eea173610bacaf038a43cbea412f30f27e,7qARBWTU0jrhMMeakXBnqtpfP4WGvMgf6XpM1XQvlsaP/ZOe6zsOLjERCeQedfCYzDCI2ZxvGGC0rsdzYmb4DA==,demo-test-2026-09,"{""filename"":""field_12.jpg"",""gps_lat"":-33.3877,""gps_lon"":25.4955,""id"":""EVID-0012"",""parent_id"":""INSP-0012"",""parent_type"":""inspection"",""timestamp"":""2026-06-02T20:00:00Z"",""uploader_id"":""USER-0012""}"
LGR-0013,evidence,EVID-0013,create,2026-06-02T23:00:00Z,USER-0013,,fb2410d095376021a3a7daf841008a8969213206ee1134cfd7da59b866c149d7,o1dJu5UksPqDET4B2ezAmNXdrYUkiQryClGrZ60m5nOpGZcNdUUWxYMF1fAUTEm84p2tQtH3wFuB1cbGq21OBQ==,demo-test-2026-09,"{""filename"":""field_13.jpg"",""gps_lat"":-33.3754,""gps_lon"":25.5066,""id"":""EVID-0013"",""parent_id"":""INSP-0013"",""parent_type"":""inspection"",""timestamp"":""2026-06-02T23:00:00Z"",""uploader_id"":""USER-0013""}"
LGR-0014,evidence,EVID-0014,create,2026-06-03T02:00:00Z,USER-0014,,14fad3d28b43b0caa3708507bac27c9b60c0beca5e50027df48cd473bef5af73,nRQYXdW5L8N7+rsjm1lIFaBJAlNFxZOd1aXrY+620CUQ/6WTrFdKDT5F6jFYcZOFmyD97l/Hp8w3cAHjlIvNBg==,demo-test-2026-09,"{""filename"":""field_14.jpg"",""gps_lat"":-33.3631,""gps_lon"":25.5066,""id"":""EVID-0014"",""parent_id"":""INSP-0014"",""parent_type"":""inspection"",""timestamp"":""2026-06-03T02:00:00Z"",""uploader_id"":""USER-0014""}"
LGR-0015,evidence,EVID-0015,create,2026-06-03T05:00:00Z,USER-0015,,60f79b6b155f71a951c4d7cb12330f40be277a0915693902103fc9fb9d525d69,NnRYKUn6OIech3e+a+Fc+/CpG8HIuHjdjaqyy4qykvik2uQzOfrTwD3QiNZgt/bNPO7jNApcGqSly5YHMpAWCg==,demo-test-2026-09,"{""filename"":""field_15.jpg"",""gps_lat"":-33.3508,""gps_lon"":25.5177,""id"":""EVID-0015"",""parent_id"":""INSP-0015"",""parent_type"":""inspection"",""timestamp"":""2026-06-03T05:00:00Z"",""uploader_id"":""USER-0015""}"
LGR-0016,evidence,EVID-0016,create,2026-06-03T08:00:00Z,USER-0016,,240854c75fa71e847580d5976f2c08b59636cf5dd590fe2a26ad274bc9e37f86,jJrfhl0bP1hbabpHWr3ySfdeBrPTli7dBAK8ymuWuunfUu+BvFWo0s+Er7sofJ2EeUYSvE+NsF4Xsy5xlF7FAg==,demo-test-2026-09,"{""filename"":""field_16.jpg"",""gps_lat"":-33.3385,""gps_lon"":25.5177,""id"":""EVID-0016"",""parent_id"":""INSP-0016"",""parent_type"":""inspection"",""timestamp"":""2026-06-03T08:00:00Z"",""uploader_id"":""USER-0016""}"
LGR-0017,evidence,EVID-0017,create,2026-06-03T11:00:00Z,USER-0017,,d84f4373995351ed8ea8f324beabb4a78e860af879252308973192e6449e1e92,ezoRs21XEZhe5T6GP1MpGu1TtdXR4ZSUwAd8aD3taYmTddhOTQOiwbTlIgf3dXCFu4gjNQYxk1vjNvMKA/A6DA==,demo-test-2026-09,"{""filename"":""field_17.jpg"",""gps_lat"":-33.3262,""gps_lon"":25.5288,""id"":""EVID-0017"",""parent_id"":""INSP-0017"",""parent_type"":""inspection"",""timestamp"":""2026-06-03T11:00:00Z"",""uploader_id"":""USER-0017""}"
LGR-0018,evidence,EVID-0018,create,2026-06-03T14:00:00Z,USER-0018,,a5e9497ad8c2493311ad3022f04cec3c90338f11cbf8c21f8b4fce1f6fed7d9a,hOq7C0vRCSGJW04NB/bTRjg/EGXMAfzp7nNEGGI/uY5uSa+0v1uJhVpTK/gJFnFmek4s3z+eog7BudaTV75oAQ==,demo-test-2026-09,"{""filename"":""field_18.jpg"",""gps_lat"":-33.3139,""gps_lon"":25.5288,""id"":""EVID-0018"",""parent_id"":""INSP-0018"",""parent_type"":""inspection"",""timestamp"":""2026-06-03T14:00:00Z"",""uploader_id"":""USER-0018""}"
LGR-0019,evidence,EVID-0019,create,2026-06-03T17:00:00Z,USER-0019,,87d6dd7e7c1249cf6f8544dc116cc260beab0cc0957d35f59cee6caeb98077a6,RDmigm5u93kcxWJ4G3cwVfXv+gevnm8ea4kpkUz5rIKZlzmJxK7+EjAdceOALYCnNxdOogcMNO7Vot+PMNkxAg==,demo-test-2026-09,"{""filename"":""field_19.jpg"",""gps_lat"":-33.3016,""gps_lon"":25.5399,""id"":""EVID-0019"",""parent_id"":""INSP-0019"",""parent_type"":""inspection"",""timestamp"":""2026-06-03T17:00:00Z"",""uploader_id"":""USER-0019""}"
LGR-0020,evidence,EVID-0020,create,2026-06-03T20:00:00Z,USER-0020,,be6df11db1e4b224bda77c8f2afaf3a8d602449e836a9c284a6f93cdb49033b7,mJ1volY2RdBLn6kbnXFHsMUqAOKtTqs6pawVQEh74X6ttBPAcsO7EElf4DBmL/Jw8jAUZ1C+CJ+HuB7WEhZvBw==,demo-test-2026-09,"{""filename"":""field_20.jpg"",""gps_lat"":-33.2893,""gps_lon"":25.5399,""id"":""EVID-0020"",""parent_id"":""INSP-0020"",""parent_type"":""inspection"",""timestamp"":""2026-06-03T20:00:00Z"",""uploader_id"":""USER-0020""}"
LGR-0021,evidence,EVID-0021,create,2026-06-03T23:00:00Z,USER-0001,,974f670b9631f5e5434c8562b7cdb35bda209ecc5823afef4cddae8304b559a7,qh1mn/lEXaBnflR+MKiqkwSmoAskdNMUQWhQjJ+ho3aYMhFJxW9pn18PtA3YoPGuNMqVCMp7EoJOFNeL5GpGCA==,demo-test-2026-09,"{""filename"":""field_21.jpg"",""gps_lat"":-33.4,""gps_lon"":25.44,""id"":""EVID-0021"",""parent_id"":""INSP-0021"",""parent_type"":""inspection"",""timestamp"":""2026-06-03T23:00:00Z"",""uploader_id"":""USER-0001""}"
LGR-0022,evidence,EVID-0022,create,2026-06-04T02:00:00Z,USER-0002,,e0bb879a62078c3134d3acc043364ea85c444197592dc05ad6912053284ebbf8,aPz4mCpb1oS1pfatvZK01HEuKFBuX+Op98sSULwLz3wuHLzh1BuZ2mp2slYtELqe1y2J1evEvWD7yXCWcBsDBg==,demo-test-2026-09,"{""filename"":""field_22.jpg"",""gps_lat"":-33.3877,""gps_lon"":25.44,""id"":""EVID-0022"",""parent_id"":""INSP-0022"",""parent_type"":""inspection"",""timestamp"":""2026-06-04T02:00:00Z"",""uploader_id"":""USER-0002""}"
LGR-0023,evidence,EVID-0023,create,2026-06-04T05:00:00Z,USER-0003,,2ffee0b8c47da24ba79a12b304b78f29e2201b3d274c0a1877ba332d32f6e875,DT+b9780xahEyyGNOnTQF2ZzQZZJft+DPwwiIBKoK1LFPEDL+8LnlVg+kEdnF1rmC2Yce000wofaBNC/TBLiCg==,demo-test-2026-09,"{""filename"":""field_23.jpg"",""gps_lat"":-33.3754,""gps_lon"":25.4511,""id"":""EVID-0023"",""parent_id"":""INSP-0023"",""parent_type"":""inspection"",""timestamp"":""2026-06-04T05:00:00Z"",""uploader_id"":""USER-0003""}"
LGR-0024,evidence,EVID-0024,create,2026-06-04T08:00:00Z,USER-0004,,2ce08e6d169b3a70d93df89d4e754aa98ae379a202ca1d919354a4bab2842289,JJkswsGdKpHz1pTGRqJsZY8nSoCFZt9CK5n9lgOzHoShaSkeBiuPYwufR7LbPVQaIj+a+lEkezDj3i1iGADqBw==,demo-test-2026-09,"{""filename"":""field_24.jpg"",""gps_lat"":-33.3631,""gps_lon"":25.4511,""id"":""EVID-0024"",""parent_id"":""INSP-0024"",""parent_type"":""inspection"",""timestamp"":""2026-06-04T08:00:00Z"",""uploader_id"":""USER-0004""}"
LGR-0025,evidence,EVID-0025,create,2026-06-04T11:00:00Z,USER-0005,,4220dcee0bfe6da3f64aa37c66d01ca7e717468c5bdda0fcd2511244c5863d45,KVD0ywJSdDQIYpHy6gDV+tUcFxxbOBVL6V0UVph11QYJPf9GrAocgyokiUelzX0WIPIlIG8HpUTX6VthvpaODA==,demo-test-2026-09,"{""filename"":""field_25.jpg"",""gps_lat"":-33.3508,""gps_lon"":25.4622,""id"":""EVID-0025"",""parent_id"":""INSP-0025"",""parent_type"":""inspection"",""timestamp"":""2026-06-04T11:00:00Z"",""uploader_id"":""USER-0005""}"
LGR-0026,evidence,EVID-0026,create,2026-06-04T14:00:00Z,USER-0006,,d6a28c4954975224b631ad8b2b0e41916b27f3b0cab8fb8c6b128c15bee01665,qmJGELXV56jV+hWdsomooehUiHJTQdRoW4Pso/4FL/H2zBxhFKbtbU9oD5BQ7V1Uweu1khIuFz2w72/vDMYkDQ==,demo-test-2026-09,"{""filename"":""field_26.jpg"",""gps_lat"":-33.3385,""gps_lon"":25.4622,""id"":""EVID-0026"",""parent_id"":""INSP-0026"",""parent_type"":""inspection"",""timestamp"":""2026-06-04T14:00:00Z"",""uploader_id"":""USER-0006""}"
LGR-0027,evidence,EVID-0027,create,2026-06-04T17:00:00Z,USER-0007,,442d40cec1b3632b23f7dc1573f6dca48b9f41e01204fee11588c4f6ebf8a93a,HSXJawbpKAirgcR14KQilcU9OHXdy+doP/zOr4WeOxXPuQRt5aMFI1KI165lSEN893ISXAx8JsXdfF6YRrGHCg==,demo-test-2026-09,"{""filename"":""field_27.jpg"",""gps_lat"":-33.3262,""gps_lon"":25.4733,""id"":""EVID-0027"",""parent_id"":""INSP-0027"",""parent_type"":""inspection"",""timestamp"":""2026-06-04T17:00:00Z"",""uploader_id"":""USER-0007""}"
LGR-0028,evidence,EVID-0028,create,2026-06-04T20:00:00Z,USER-0008,,10a3d9ccd70e54e71d080f5642e42888b484aed76ad977fc5ad922899613a8a0,vqIhsxO1O1iginQ60LxHZVGyhOgF654XiLJveX4Rhv0ZmNa0Q8EZgU3LGZJKh3ooS1CUxi3WP4FDWYwqjvlODw==,demo-test-2026-09,"{""filename"":""field_28.jpg"",""gps_lat"":-33.3139,""gps_lon"":25.4733,""id"":""EVID-0028"",""parent_id"":""INSP-0028"",""parent_type"":""inspection"",""timestamp"":""2026-06-04T20:00:00Z"",""uploader_id"":""USER-0008""}"
LGR-0029,evidence,EVID-0029,create,2026-06-04T23:00:00Z,USER-0009,,aca0e0f7801bc9a428fdc0c7f581d5e6c72c5be741ca78624a1aaf682bb630d9,k2MNOAIXxe24Euh7N//3T3JKHj134vaOm1AxdmLqKAO9i4h4jCraCeUZIO2tpu50Db3cM5tdV/CJXJJtbiVVBw==,demo-test-2026-09,"{""filename"":""field_29.jpg"",""gps_lat"":-33.3016,""gps_lon"":25.4844,""id"":""EVID-0029"",""parent_id"":""INSP-0029"",""parent_type"":""inspection"",""timestamp"":""2026-06-04T23:00:00Z"",""uploader_id"":""USER-0009""}"
LGR-0030,evidence,EVID-0030,create,2026-06-05T02:00:00Z,USER-0010,,0cfa6f6f34cd46e1ebcc1b6379bcb7c104c53a739d9a6fc3bc2ee7d80e690c10,YazUgCBjswiqEW1OqNni1/D8ZoABKxjTJjEcyHqIpwY1myr8iQx+Z0zc42KZlf4JE6R/NQOMXNpjhUnJKgdcCA==,demo-test-2026-09,"{""filename"":""field_30.jpg"",""gps_lat"":-33.2893,""gps_lon"":25.4844,""id"":""EVID-0030"",""parent_id"":""INSP-0030"",""parent_type"":""inspection"",""timestamp"":""2026-06-05T02:00:00Z"",""uploader_id"":""USER-0010""}"
LGR-0031,evidence,EVID-0031,create,2026-06-05T05:00:00Z,USER-0011,,9e9ede938baf285e767bd8bd78ea261b6de957d62461eb11e926d2f979c55333,KNxhQnwZo8SiJj8f0WHZWGae6beBfFQH26arW331gAYZO+RZquZUXsX9smUkiraWofDHjrb7OHjjmJy2MKLdAw==,demo-test-2026-09,"{""filename"":""note_evid-0031.txt"",""gps_lat"":-33.4,""gps_lon"":25.4955,""id"":""EVID-0031"",""parent_id"":""INSP-0031"",""parent_type"":""inspection"",""timestamp"":""2026-06-05T05:00:00Z"",""uploader_id"":""USER-0011""}"
LGR-0032,evidence,EVID-0032,create,2026-06-05T08:00:00Z,USER-0012,,e9bcdd09f13c8b75590c85f54edd1246a30ec3291a5f463fafebdece23e409ec,tr/FbOvC7VrUJ1+BSis1+DbaMU4qsECwT1PK8j0jsCrcQYpHrp3aHiB3J/hRldXuJjb3ZlK6CQ1R4zKi9mBSDQ==,demo-test-2026-09,"{""filename"":""note_evid-0032.txt"",""gps_lat"":-33.3877,""gps_lon"":25.4955,""id"":""EVID-0032"",""parent_id"":""INSP-0032"",""parent_type"":""inspection"",""timestamp"":""2026-06-05T08:00:00Z"",""uploader_id"":""USER-0012""}"
LGR-0033,evidence,EVID-0033,create,2026-06-05T11:00:00Z,USER-0013,,098546b3f4018ee66e0f1070cf299ad8a9b0778d2d8e1131c511dce9da423533,OHMWdkYXoHy+u+RSW1PV0JR6bC8dvl3KgFduZ2sBwJuFmIsnaGPQJr1tUc33RIBB5271X35oq/8T4C5Nn3FLBw==,demo-test-2026-09,"{""filename"":""note_evid-0033.txt"",""gps_lat"":-33.3754,""gps_lon"":25.5066,""id"":""EVID-0033"",""parent_id"":""INSP-0033"",""parent_type"":""inspection"",""timestamp"":""2026-06-05T11:00:00Z"",""uploader_id"":""USER-0013""}"
LGR-0034,evidence,EVID-0034,create,2026-06-05T14:00:00Z,USER-0014,,7aa5be2ba5e06dec13ce4a73d5981bd4549c0970e3fcad201d072236f10273c7,BBcTGd2qjAHjCfuYkx5qAsCezxb6JMH4A2i2E6JT8NWSSfs2UQOYo+k5GIEwwW0XiQvPBc4DduYLBPbQbzJDCw==,demo-test-2026-09,"{""filename"":""note_evid-0034.txt"",""gps_lat"":-33.3631,""gps_lon"":25.5066,""id"":""EVID-0034"",""parent_id"":""INSP-0034"",""parent_type"":""inspection"",""timestamp"":""2026-06-05T14:00:00Z"",""uploader_id"":""USER-0014""}"
LGR-0035,evidence,EVID-0035,create,2026-07-06T09:00:00Z,USER-0005,,9c6b19062287d7f758bea297fc2ef0797e7809a70574875af35b78ea4ed006bb,kdO7jEVqGI0ESyx99MZ8QwbDER8rQDItCjU+T4HF8LNyvXkaDBcqIC/zqX1IneL9WYOj6N5SXvQk7LuBN9S2BA==,demo-test-2026-09,"{""filename"":""note_evid-0035.txt"",""gps_lat"":-33.3508,""gps_lon"":25.4622,""id"":""EVID-0035"",""parent_id"":""INC-0005"",""parent_type"":""incident"",""timestamp"":""2026-07-06T09:00:00Z"",""uploader_id"":""USER-0005""}"
LGR-0036,evidence,EVID-0036,create,2026-06-05T20:00:00Z,USER-0016,,337cc357957db125beea3683b1ba18b3828dc84997887ac139c118f841177b1a,DDjx20pJ2m3YCcDOaDUBb2X1k/vkInWiWsj8MUi0QMJwHXGsBEfyNJwlbk+5UI5yGCAzEH2zMDL2amUckiO5Aw==,demo-test-2026-09,"{""filename"":""note_evid-0036.txt"",""gps_lat"":-33.3385,""gps_lon"":25.5177,""id"":""EVID-0036"",""parent_id"":""INSP-0036"",""parent_type"":""inspection"",""timestamp"":""2026-06-05T20:00:00Z"",""uploader_id"":""USER-0016""}"
LGR-0037,evidence,EVID-0037,create,2026-06-05T23:00:00Z,USER-0017,,5bf411c9dbb5d007fc75cf72bffa85206fe864b42848b68edf6d505219e453c1,jsi1zHoIRYAZ61egfDIObiJ2Li183XGL2rDinItoBos74TIN9f6GJBU6s2GFKCeXRG4jDBv9qF3Z1k0lS7sdBA==,demo-test-2026-09,"{""filename"":""note_evid-0037.txt"",""gps_lat"":-33.3262,""gps_lon"":25.5288,""id"":""EVID-0037"",""parent_id"":""INSP-0037"",""parent_type"":""inspection"",""timestamp"":""2026-06-05T23:00:00Z"",""uploader_id"":""USER-0017""}"
LGR-0038,evidence,EVID-0038,create,2026-06-06T02:00:00Z,USER-0018,,fc2b07535b34d3235d1b184b5f4a9a0142cce9e00746ab92a7188103ad9594f4,l/t+HfTGa/o2190Av+2kvgtGsSjNKYUQIXQeYznKJG5FScmOHWa6zetpLqboYbdciakHR1iXQMyK/OKYzWAvAQ==,demo-test-2026-09,"{""filename"":""note_evid-0038.txt"",""gps_lat"":-33.3139,""gps_lon"":25.5288,""id"":""EVID-0038"",""parent_id"":""INSP-0038"",""parent_type"":""inspection"",""timestamp"":""2026-06-06T02:00:00Z"",""uploader_id"":""USER-0018""}"
LGR-0039,evidence,EVID-0039,create,2026-06-06T05:00:00Z,USER-0019,,8011659df08aa55c7489349a985f885540ea98bac50c80cc7075225c1c116966,AzGG20yE4W8M5cyhbiLsZgziu+voAVWB7s+USeo7eKzj5o8gmZlyQWdRRs7l+vFtJhXfqWJ/y1qnEGB1yKWzCw==,demo-test-2026-09,"{""filename"":""note_evid-0039.txt"",""gps_lat"":-33.3016,""gps_lon"":25.5399,""id"":""EVID-0039"",""parent_id"":""INSP-0039"",""parent_type"":""inspection"",""timestamp"":""2026-06-06T05:00:00Z"",""uploader_id"":""USER-0019""}"
LGR-0040,evidence,EVID-0040,create,2026-07-11T09:00:00Z,USER-0010,,b66f878315b9b104af6cfbf0d81a0e1f6cad5b14095133cca1cb72d06e2aa51c,O6B90Pf0/weJ368pFsHzJ/g4UPIVe9KB+NF1Mt38Yso+ccHi/X9miZfs5GwaDX/qZqfD6veBe/K6Pch4bXC4BA==,demo-test-2026-09,"{""filename"":""note_evid-0040.txt"",""gps_lat"":-33.2893,""gps_lon"":25.4844,""id"":""EVID-0040"",""parent_id"":""INC-0010"",""parent_type"":""incident"",""timestamp"":""2026-07-11T09:00:00Z"",""uploader_id"":""USER-0010""}"
LGR-0041,evidence,EVID-0041,create,2026-06-06T11:00:00Z,USER-0001,,373288e1e1aba86dc90384c914bfbc6f51a8a7549773448357f7fac3725b2dfd,bDwL9ujVwpn4b6R9oosC/sYy6wRB1M4RqY0tv3bhNy6DcaQe3hCue0nVx+qrk44mgk8+eJ6SK1SOLs5o1zaCDg==,demo-test-2026-09,"{""filename"":""note_evid-0041.txt"",""gps_lat"":-33.4,""gps_lon"":25.44,""id"":""EVID-0041"",""parent_id"":""INSP-0041"",""parent_type"":""inspection"",""timestamp"":""2026-06-06T11:00:00Z"",""uploader_id"":""USER-0001""}"
LGR-0042,evidence,EVID-0042,create,2026-06-06T14:00:00Z,USER-0002,,4234a7efb88b0b81f8702c200ab79f3bd343f581b0b0c9e403e680cf751321e8,8AjVKyZkBcK/jzr8CXv99PKOKtH0NeFxShuZwLyMVgUwHjkA1zKDQANNqhtQVAsEX/Gur59W6WYQXjCe2JkEDQ==,demo-test-2026-09,"{""filename"":""note_evid-0042.txt"",""gps_lat"":-33.3877,""gps_lon"":25.44,""id"":""EVID-0042"",""parent_id"":""INSP-0042"",""parent_type"":""inspection"",""timestamp"":""2026-06-06T14:00:00Z"",""uploader_id"":""USER-0002""}"
LGR-0043,evidence,EVID-0043,create,2026-06-06T17:00:00Z,USER-0003,,67a5673456dfb5babf798195b54198f0ec9a2a690c279b619797117159702f0c,Ibl7Gavh3mdrTzAr9aF3sqR7HejyFl8hXE1GLEvkoats2j8YsgmMOkfi1CjcV2/fsNBz09AoUJHrCPu02DBJCw==,demo-test-2026-09,"{""filename"":""note_evid-0043.txt"",""gps_lat"":-33.3754,""gps_lon"":25.4511,""id"":""EVID-0043"",""parent_id"":""INSP-0043"",""parent_type"":""inspection"",""timestamp"":""2026-06-06T17:00:00Z"",""uploader_id"":""USER-0003""}"
LGR-0044,evidence,EVID-0044,create,2026-06-06T20:00:00Z,USER-0004,,b053522d3dbb51a502eb3eb79784e7d85766bc37b28119cf5eef80b37e97fdc2,o01azCrV9jrCt2lQoEAO3ck1YoIZMGyTySHagJawTKY+RhhIjHIMV6EceYnhMcC9rDkpMYkD3YDWEseooNDCAg==,demo-test-2026-09,"{""filename"":""note_evid-0044.txt"",""gps_lat"":-33.3631,""gps_lon"":25.4511,""id"":""EVID-0044"",""parent_id"":""INSP-0044"",""parent_type"":""inspection"",""timestamp"":""2026-06-06T20:00:00Z"",""uploader_id"":""USER-0004""}"
LGR-0045,evidence,EVID-0045,create,2026-07-16T09:00:00Z,USER-0015,,ea0f94620c6b609ea68647eb1b9d7da3b50813c57a2d17cef3fd336037328181,/rkJl7tWBzU51XiW5kWbV6V9me/L6uXrn0o3rwfbSTPt9ThrYxjjzhsXby7kJFNEbpnsU4+vHc9nKbCUKVT7Bg==,demo-test-2026-09,"{""filename"":""note_evid-0045.txt"",""gps_lat"":-33.3508,""gps_lon"":25.5177,""id"":""EVID-0045"",""parent_id"":""INC-0015"",""parent_type"":""incident"",""timestamp"":""2026-07-16T09:00:00Z"",""uploader_id"":""USER-0015""}"
