evidence_id,org_id,parent_type,parent_id,filename,checksum,gps_lat,gps_lon,timestamp,uploader_id,classification,has_local_image
EVID-0025,ORG-0005,inspection,INSP-0025,field_25.jpg,5109a1fae1cdb1d7b3cfbb643cd8faff7d42a2d42166e665e9c30c745e2c5cf3,-33.3508,25.4622,2026-06-04T11:00:00Z,USER-0005,photo,Y
EVID-0026,ORG-0001,inspection,INSP-0026,field_26.jpg,ac14596a26aec657e9300a9b740975c53c6a6253a03465139f283c16a4b64cb4,-33.3385,25.4622,2026-06-04T14:00:00Z,USER-0006,photo,Y
EVID-0027,ORG-0002,inspection,INSP-0027,field_27.jpg,4013148be5c00ea40911f885867c759ece8902fb00d95959afd3e2017ecc249e,-33.3262,25.4733,2026-06-04T17:00:00Z,USER-0007,photo,Y
EVID-0028,ORG-0003,inspection,INSP-0028,field_28.jpg,605f3de679012f7f6a0558bc31962e4ac8059c03e936d3ca6dcc4ef9f959e2c6,-33.3139,25.4733,2026-06-04T20:00:00Z,USER-0008,photo,Y
EVID-0029,ORG-0004,inspection,INSP-0029,field_29.jpg,b333d8c7edba0f07e6f91048bd7a7b957d3df65afb8e3301690a39e6e6b2ed13,-33.3016,25.4844,2026-06-04T23:00:00Z,USER-0009,photo,Y
EVID-0030,ORG-0005,inspection,INSP-0030,field_30.jpg,d755974c158fe5d3311ba7ee180a2be789c645ec9897605dff08fa51b959bdf4,-33.2893,25.4844,2026-06-05T02:00:00Z,USER-0010,photo,Y
EVID-0031,ORG-0001,inspection,INSP-0031,note_evid-0031.txt,75567698b79161cfa4b2fda84a3d9390c3fe8251296297190f5fdb8458a714c1,-33.4000,25.4955,2026-06-05T05:00:00Z,USER-0011,note,N
EVID-0032,ORG-0002,inspection,INSP-0032,note_evid-0032.txt,38b0a8c647a7530dbf969ba74ae642f48b9fce3c95838903438cbee65a24833f,-33.3877,25.4955,2026-06-05T08:00:00Z,USER-0012,note,N
EVID-0033,ORG-0003,inspection,INSP-0033,note_evid-0033.txt,6cb8de675b61f39ae154a89f893024f12413338ee899aac5d17d6d71ec498e66,-33.3754,25.5066,2026-06-05T11:00:00Z,USER-0013,note,N
EVID-0034,ORG-0004,inspection,INSP-0034,note_evid-0034.txt,a8227903e7b53ec078ecefdaddce453452e55985097ab5573eb0ff8092498abc,-33.3631,25.5066,2026-06-05T14:00:00Z,USER-0014,note,N
EVID-0035,ORG-0005,incident,INC-0005,note_evid-0035.txt,4d17374ac36af63f5aa9acd2ac930e610e32781988e3d3ec44b546ee0fb888ca,-33.3508,25.4622,2026-07-06T09:00:00Z,USER-0005,note,N
EVID-0036,ORG-0001,inspection,INSP-0036,note_evid-0036.txt,9665aa058de5e2e4fd749a5362cc11f826f86e6bbbe976e5ea239735f52c5b2b,-33.3385,25.5177,2026-06-05T20:00:00Z,USER-0016,note,N
EVID-0037,ORG-0002,inspection,INSP-0037,note_evid-0037.txt,450cfffd345e70d052c951c9a7317f1162874ed89138ce9ff8bd300393adc4ac,-33.3262,25.5288,2026-06-05T23:00:00Z,USER-0017,note,N
EVID-0038,ORG-0003,inspection,INSP-0038,note_evid-0038.txt,e1c85545521f6afecd86c185849f77964f7abcab25ba2ee212e57f0b74482bcf,-33.3139,25.5288,2026-06-06T02:00:00Z,USER-0018,note,N
EVID-0039,ORG-0004,inspection,INSP-0039,note_evid-0039.txt,16d1add4372b6d378bbf653f6965d803975c173d92c3b99c15a7e5eff389184a,-33.3016,25.5399,2026-06-06T05:00:00Z,USER-0019,note,N
EVID-0040,ORG-0005,incident,INC-0010,note_evid-0040.txt,10b743feb27617d9b0c332c8fae7baad68db0d67c42a110ebccdfb66dac8f80a,-33.2893,25.4844,2026-07-11T09:00:00Z,USER-0010,note,N
EVID-0041,ORG-0001,inspection,INSP-0041,note_evid-0041.txt,5b06d08b03c4f85f6979700ec2bc40cf9da5a942a21eccddb4181e3c1c6cc247,-33.4000,25.4400,2026-06-06T11:00:00Z,USER-0001,note,N
EVID-0042,ORG-0002,inspection,INSP-0042,note_evid-0042.txt,403476b254b429a1db9e3bee97f4e11d31c083270dc07df623fc2e859d85003d,-33.3877,25.4400,2026-06-06T14:00:00Z,USER-0002,note,N
EVID-0043,ORG-0003,inspection,INSP-0043,note_evid-0043.txt,06aa9344f51b9359df347913e3337d9de5d13f191e002999b8387556f62b63f1,-33.3754,25.4511,2026-06-06T17:00:00Z,USER-0003,note,N
EVID-0044,ORG-0004,inspection,INSP-0044,note_evid-0044.txt,c7da0395533e35cdacc84ff5807911944ee273e0edbf941dd4b701453139c0ae,-33.3631,25.4511,2026-06-06T20:00:00Z,USER-0004,note,N
EVID-0045,ORG-0005,incident,INC-0015,note_evid-0045.txt,87332685c8c5c812f98e9a3f2abf2e1a3dfcf8a59268666867359c69ad9781e2,-33.3508,25.5177,2026-07-16T09:00:00Z,USER-0015,note,N
EVID-0046,ORG-0001,inspection,INSP-0046,note_evid-0046.txt,5521ea5c29151c79819c4bddde3164e2cf5b5bdbecb8649010dd13338d3f282c,-33.3385,25.4622,2026-06-07T02:00:00Z,USER-0006,note,N
EVID-0047,ORG-0002,inspection,INSP-0047,note_evid-0047.txt,8bc8c16252b76c1d399c146835f72b79535c322c99f2dcb76365142b3a484e22,-33.3262,25.4733,2026-06-07T05:00:00Z,USER-0007,note,N
EVID-0048,ORG-0003,inspection,INSP-0048,note_evid-0048.txt,a2967d6cb6787fd28529bdad3cdb9476d01f9c71cbdf87cf687ecd9730e2a4d8,-33.3139,25.4733,2026-06-07T08:00:00Z,USER-0008,note,N
EVID-0049,ORG-0004,inspection,INSP-0049,note_evid-0049.txt,b55504f31fb9f76a18fadf9493a8f9e43b232fda158e3afc4d8571f60cc39ecd,-33.3016,25.4844,2026-06-07T11:00:00Z,USER-0009,note,N
EVID-0050,ORG-0005,incident,INC-0020,note_evid-0050.txt,6580b381af5d261de92a87f54cd1ad68ef8bc5a1be196ae55b1b6d1cdcf8ffd3,-33.2893,25.5399,2026-07-21T09:00:00Z,USER-0020,note,N
EVID-0051,ORG-0001,inspection,INSP-0051,note_evid-0051.txt,891bc7e2bd12b27209d9efd661c630b66cc4fae21e3920f50e71f21a249578ad,-33.4000,25.4400,2026-06-07T17:00:00Z,USER-0011,note,N
EVID-0052,ORG-0002,inspection,INSP-0052,note_evid-0052.txt,f67344dd469edb982bd4e674db9901df1d7fb90ae27302702ed8f361af20626f,-33.3877,25.4400,2026-06-07T20:00:00Z,USER-0012,note,N
EVID-0053,ORG-0003,inspection,INSP-0053,note_evid-0053.txt,2dca2238462557b2f83c8664c76ad761cab3a7509552cf372e93f97b46fec36b,-33.3754,25.4511,2026-06-07T23:00:00Z,USER-0013,note,N
EVID-0054,ORG-0004,inspection,INSP-0054,note_evid-0054.txt,165cf3089877f2baa1e9791fd9bdc3a3ff94a97d1cda42728607b7bdd4fc2a18,-33.3631,25.4511,2026-06-08T02:00:00Z,USER-0014,note,N
EVID-0055,ORG-0005,incident,INC-0025,note_evid-0055.txt,65aa440f6768d9aae528bdb92f43fc827d0bbb4aca75869a8b56753adc74822b,-33.3508,25.4622,2026-07-26T09:00:00Z,USER-0005,note,N
EVID-0056,ORG-0001,inspection,INSP-0056,note_evid-0056.txt,956ad261bc6274922a5952a37bc663180d8fcfd160c6b7035551e837763d5f72,-33.3385,25.4622,2026-06-08T08:00:00Z,USER-0016,note,N
EVID-0057,ORG-0002,inspection,INSP-0057,note_evid-0057.txt,f9095cab115db7ddefc4db4f53a7d5836b7929ef0b0825795578b38f1bf772b2,-33.3262,25.4733,2026-06-08T11:00:00Z,USER-0017,note,N
EVID-0058,ORG-0003,inspection,INSP-0058,note_evid-0058.txt,847067f113398a2795a273d2eb7d700f914a546f6c702a26e20c86d15707db73,-33.3139,25.4733,2026-06-08T14:00:00Z,USER-0018,note,N
EVID-0059,ORG-0004,inspection,INSP-0059,note_evid-0059.txt,2417fae0d281e5b065c550c92f80b7e2b7c0532aa426d00789c2b80fbc506f1e,-33.3016,25.4844,2026-06-08T17:00:00Z,USER-0019,note,N
EVID-0060,ORG-0005,incident,INC-0030,note_evid-0060.txt,4afc754ab15072c9fb8b35d7e4291e0ef284a0cd3ea5cc3f0c568492083d0300,-33.2893,25.4844,2026-07-31T09:00:00Z,USER-0010,note,N
EVID-0061,ORG-0001,inspection,INSP-0061,note_evid-0061.txt,24c536dceaf86915898a1e4ed1de2657b59ccc90485f45c3ad66aefa5ae9fb7b,-33.4000,25.4955,2026-06-08T23:00:00Z,USER-0001,note,N
EVID-0062,ORG-0002,inspection,INSP-0062,note_evid-0062.txt,642e333a4af54bb4eb84de801ed337166de938fdb805886ebf4511f06c357982,-33.3877,25.4955,2026-06-09T02:00:00Z,USER-0002,note,N
EVID-0063,ORG-0003,inspection,INSP-0063,note_evid-0063.txt,b88dccf7c4f76bba2750cc6cd8952c06b7eac2af7244d5e64a20c0f67f005927,-33.3754,25.5066,2026-06-09T05:00:00Z,USER-0003,note,N
EVID-0064,ORG-0004,inspection,INSP-0064,note_evid-0064.txt,dd04c0dc2523d75ea257e8f3a2a3311dcc6ba0d7ea6164f6c086dbe01e99d1b0,-33.3631,25.5066,2026-06-09T08:00:00Z,USER-0004,note,N
EVID-0065,ORG-0005,incident,INC-0005,note_evid-0065.txt,4d10c49ffe9f32f0d48e8627e3daa636a7b30c34552cc680673fb0ab15a343b8,-33.3508,25.4622,2026-07-06T09:00:00Z,USER-0005,note,N
EVID-0066,ORG-0001,inspection,INSP-0066,note_evid-0066.txt,006e783805b75267dd9419c064f3a18a546e1be3b8600067749c8c9f7133b964,-33.3385,25.5177,2026-06-09T14:00:00Z,USER-0006,note,N
EVID-0067,ORG-0002,inspection,INSP-0067,note_evid-0067.txt,bbe04a8b3da9c1ba05386148ee6b0f1cfca2685c9e2d707ffe3f4c6a9604e81b,-33.3262,25.5288,2026-06-09T17:00:00Z,USER-0007,note,N
EVID-0068,ORG-0003,inspection,INSP-0068,note_evid-0068.txt,ea08495c356546fa2cbb4d17ee41e4b4084ef22ae2b75b0f5766755a9ccffde1,-33.3139,25.5288,2026-06-09T20:00:00Z,USER-0008,note,N
EVID-0069,ORG-0004,inspection,INSP-0069,note_evid-0069.txt,e2b8871fc57d8b358a730d3526c36fb6b5b7cccc5e29abc0caadeb1d4945b081,-33.3016,25.5399,2026-06-09T23:00:00Z,USER-0009,note,N
EVID-0070,ORG-0005,incident,INC-0010,note_evid-0070.txt,06eff16c1ccd7ba2c032f632c960b04463f5a4dcfade592f10dec63d6726be4e,-33.2893,25.4844,2026-07-11T09:00:00Z,USER-0010,note,N
EVID-0071,ORG-0001,inspection,INSP-0071,note_evid-0071.txt,eef13a157616991671a23bd70e9b38020e7bdf6fe1c630f50596d56664ceb07a,-33.4000,25.4400,2026-06-10T05:00:00Z,USER-0011,note,N
EVID-0072,ORG-0002,inspection,INSP-0072,note_evid-0072.txt,59c00518649921a75ed8105bcb781ea803e0e8312b768e38a82b34239250c28b,-33.3877,25.4400,2026-06-10T08:00:00Z,USER-0012,note,N
EVID-0073,ORG-0003,inspection,INSP-0073,note_evid-0073.txt,1015a784f98cfd0000730e0af8b84f8cd91897fc50580fa3a6e56e7c1f1223b5,-33.3754,25.4511,2026-06-10T11:00:00Z,USER-0013,note,N
EVID-0074,ORG-0004,inspection,INSP-0074,note_evid-0074.txt,f7f38d0f05ed5e54e13d61926bdb5e6417d373fc3c08c40fdecda7cb9174bc14,-33.3631,25.4511,2026-06-10T14:00:00Z,USER-0014,note,N
EVID-0075,ORG-0005,incident,INC-0015,note_evid-0075.txt,66e518bcd47f1886c051f0123628203d79e1efdd8c1313643a7e6031029feb26,-33.3508,25.5177,2026-07-16T09:00:00Z,USER-0015,note,N
EVID-0076,ORG-0001,inspection,INSP-0076,note_evid-0076.txt,41919ad9d6234d0243fd0d1cb10ee616d08f74bc75b1374aa11cb42769287115,-33.3385,25.4622,2026-06-10T20:00:00Z,USER-0016,note,N
EVID-0077,ORG-0002,inspection,INSP-0077,note_evid-0077.txt,eb2325bfa064306f2fd33da672b74fdbc9e80cadd353ccbda17b914ec8de59aa,-33.3262,25.4733,2026-06-10T23:00:00Z,USER-0017,note,N
EVID-0078,ORG-0003,inspection,INSP-0078,note_evid-0078.txt,6bfa65bb6f3005d87464ba92c4cc0a27be32dbae0cf29ec057fa0904bc647969,-33.3139,25.4733,2026-06-11T02:00:00Z,USER-0018,note,N
EVID-0079,ORG-0004,inspection,INSP-0079,note_evid-0079.txt,8f8301cbaa58a21f9370b318d41cecab0dfa692d4502e422e03d7a07f6df84fb,-33.3016,25.4844,2026-06-11T05:00:00Z,USER-0019,note,N
EVID-0080,ORG-0005,incident,INC-0020,note_evid-0080.txt,82af47c8f3e4273c508ca850fbd069e21a3693b06d4cfebf883c4a3da2af798c,-33.2893,25.5399,2026-07-21T09:00:00Z,USER-0020,note,N
EVID-0081,ORG-0001,inspection,INSP-0081,note_evid-0081.txt,811ef08324d2f4ccf6fc3308d039ee4269071f77bafeb40c925b7cba13e5bae8,-33.4000,25.4955,2026-06-11T11:00:00Z,USER-0001,note,N
EVID-0082,ORG-0002,inspection,INSP-0082,note_evid-0082.txt,9ed905bef1b3fe8eb6c9a3f4408af853f9470e9a2b4904150fb8c7a0cd1cb0b6,-33.3877,25.4955,2026-06-11T14:00:00Z,USER-0002,note,N
EVID-0083,ORG-0003,inspection,INSP-0083,note_evid-0083.txt,65463c045992c4e44144bb20d129002a36740eb1a1b84190252f5573ac6d7596,-33.3754,25.5066,2026-06-11T17:00:00Z,USER-0003,note,N
EVID-0084,ORG-0004,inspection,INSP-0084,note_evid-0084.txt,d384684bd5ee88d502302f539723102a571cfc85860eb200f1fc6ebfa556c7d1,-33.3631,25.5066,2026-06-11T20:00:00Z,USER-0004,note,N
EVID-0085,ORG-0005,incident,INC-0025,note_evid-0085.txt,326d41da9e5789dc0fd326e86f5e7cf7545d1ee63bb3578df225cadb78555810,-33.3508,25.4622,2026-07-26T09:00:00Z,USER-0005,note,N
EVID-0086,ORG-0001,inspection,INSP-0086,note_evid-0086.txt,c0c599028f98b53151a689b15efb00940f99fa50b07b42bc16ed5e6909caf3d4,-33.3385,25.5177,2026-06-12T02:00:00Z,USER-0006,note,N
EVID-0087,ORG-0002,inspection,INSP-0087,note_evid-0087.txt,e2a2bb3d2c96b670a8d54a27b65b57fade70bf540e746d272a3b69f0aba01653,-33.3262,25.5288,2026-06-12T05:00:00Z,USER-0007,note,N
EVID-0088,ORG-0003,inspection,INSP-0088,note_evid-0088.txt,a83078af8440ad9cb4eb09657789e183a0bacdbb3b0a6a5aa6be8e0244c653bc,-33.3139,25.5288,2026-06-12T08:00:00Z,USER-0008,note,N
EVID-0089,ORG-0004,inspection,INSP-0089,note_evid-0089.txt,02552a12509b5271abe14cd18e4895110c48d19cbe98531914ab9609d52bea6e,-33.3016,25.5399,2026-06-12T11:00:00Z,USER-0009,note,N
EVID-0090,ORG-0005,incident,INC-0030,note_evid-0090.txt,ad187c43ed4b5c74f268aa5503c950b23bf6043bd99d42870e28449009185af1,-33.2893,25.4844,2026-07-31T09:00:00Z,USER-0010,note,N
EVID-0091,ORG-0001,inspection,INSP-0091,note_evid-0091.txt,1f666cdb3f013c240f68b730cd8d6c0c1dfd8823f387f3cee2942142c533ea14,-33.4000,25.4400,2026-06-12T17:00:00Z,USER-0011,note,N
EVID-0092,ORG-0002,inspection,INSP-0092,note_evid-0092.txt,edbcda03d11de8063cb4773ca7d47ce69f93a2cccb6112b9813e5b64bb908613,-33.3877,25.4400,2026-06-12T20:00:00Z,USER-0012,note,N
EVID-0093,ORG-0003,inspection,INSP-0093,note_evid-0093.txt,ab76e9c0ecd4d505233e502fe16acda776d318b3c12407f7327dd02cd46e1b90,-33.3754,25.4511,2026-06-12T23:00:00Z,USER-0013,note,N
EVID-0094,ORG-0004,inspection,INSP-0094,note_evid-0094.txt,75df76225401d6ade8a89b8b325f0e6938ab5328f44c751532f1d45baaf1ad18,-33.3631,25.4511,2026-06-13T02:00:00Z,USER-0014,note,N
EVID-0095,ORG-0005,incident,INC-0005,note_evid-0095.txt,b7feeef16d53fe4e307492b3c87b7971a966f7e830474850e08682bf3ea0ca1d,-33.3508,25.4622,2026-07-06T09:00:00Z,USER-0005,note,N
EVID-0096,ORG-0001,inspection,INSP-0096,note_evid-0096.txt,c6b7cbb3827f594b3ef8de14b212bc96671a87e32e345e7430cdf0613bdcaab3,-33.3385,25.4622,2026-06-13T08:00:00Z,USER-0016,note,N
EVID-0097,ORG-0002,inspection,INSP-0097,note_evid-0097.txt,f3bd4acbae3cbf6e2b20da5267e1ba00b565d7e3e1cdf2f6bf5f577ba6341cc2,-33.3262,25.4733,2026-06-13T11:00:00Z,USER-0017,note,N
EVID-0098,ORG-0003,inspection,INSP-0098,note_evid-0098.txt,82223fa5a518bdc889484c096c7e33e8b8edfe5a0ccedee04b4d538df92ef49d,-33.3139,25.4733,2026-06-13T14:00:00Z,USER-0018,note,N
EVID-0099,ORG-0004,inspection,INSP-0099,note_evid-0099.txt,8986f2ceaeafa03cd6f4030014de60887b908269c627745cafbd196c49f9d4d0,-33.3016,25.4844,2026-06-13T17:00:00Z,USER-0019,note,N
EVID-0100,ORG-0005,incident,INC-0010,note_evid-0100.txt,8463746c9191146b6664425fec17562e0910f8bfe4ed7258c2dce5623db75230,-33.2893,25.4844,2026-07-11T09:00:00Z,USER-0010,note,N
EVID-0101,ORG-0001,inspection,INSP-0101,note_evid-0101.txt,b505b5597baec5e8dbac5826b94ab2d68d4ed4cf600778a115ec9313bda93df4,-33.4000,25.4400,2026-06-13T23:00:00Z,USER-0001,note,N
EVID-0102,ORG-0002,inspection,INSP-0102,note_evid-0102.txt,24e9161e517dfa92982f6f98490012ecc5d4d0ea15f8118024a9bfc7363d45f9,-33.3877,25.4400,2026-06-14T02:00:00Z,USER-0002,note,N
EVID-0103,ORG-0003,inspection,INSP-0103,note_evid-0103.txt,8d37b2af1998a1b8824c9f3a6aa73c9c8adde24b9d4b4c5d42dced8d9026f838,-33.3754,25.4511,2026-06-14T05:00:00Z,USER-0003,note,N
EVID-0104,ORG-0004,inspection,INSP-0104,note_evid-0104.txt,0ab9bc6f021e19f24ea315d55c465b3c0cae682955d377b7a4d1d268af9d5d40,-33.3631,25.4511,2026-06-14T08:00:00Z,USER-0004,note,N
EVID-0105,ORG-0005,incident,INC-0015,note_evid-0105.txt,8ecdfcbd1e457bf03adfe1965d1b3d1c9a55e4b3024a1794465e71d0057ffdf9,-33.3508,25.5177,2026-07-16T09:00:00Z,USER-0015,note,N
EVID-0106,ORG-0001,inspection,INSP-0106,note_evid-0106.txt,099723d5e7b1c231d8a17fb0170da9c45e6e325dc54354ec372450d34185e8df,-33.3385,25.4622,2026-06-14T14:00:00Z,USER-0006,note,N
EVID-0107,ORG-0002,inspection,INSP-0107,note_evid-0107.txt,8fd1fc0cb2b55912d9c3f8aecb2736ac4c25fe324e0e3febb86dc00fd2d8d38d,-33.3262,25.4733,2026-06-14T17:00:00Z,USER-0007,note,N
EVID-0108,ORG-0003,inspection,INSP-0108,note_evid-0108.txt,573aab30d05702f0907f605842faa04185d256552fd516ed89690e83148aaa8a,-33.3139,25.4733,2026-06-14T20:00:00Z,USER-0008,note,N
EVID-0109,ORG-0004,inspection,INSP-0109,note_evid-0109.txt,044e3202e67cc4a05e971c27793c1c058a5b3433c29fc82904fcf9e9f986ad8c,-33.3016,25.4844,2026-06-14T23:00:00Z,USER-0009,note,N
EVID-0110,ORG-0005,incident,INC-0020,note_evid-0110.txt,c55c5ac5c898c5b73e834b25efb76472e4aac0113b988306cc858ec2d6188700,-33.2893,25.5399,2026-07-21T09:00:00Z,USER-0020,note,N
EVID-0111,ORG-0001,inspection,INSP-0111,note_evid-0111.txt,b9119d6187971190c03101c7cb0f827180e71003de129bad8165e55b6931b7bf,-33.4000,25.4955,2026-06-15T05:00:00Z,USER-0011,note,N
EVID-0112,ORG-0002,inspection,INSP-0112,note_evid-0112.txt,8a575957d0dca542c204a1db59f75e597f9a671a320d146d9111d46849d13d8d,-33.3877,25.4955,2026-06-15T08:00:00Z,USER-0012,note,N
EVID-0113,ORG-0003,inspection,INSP-0113,note_evid-0113.txt,9956f3a56a6d0c25cfd52ad62fe9abc3861140992718f3cc268a632c0e10e440,-33.3754,25.5066,2026-06-15T11:00:00Z,USER-0013,note,N
EVID-0114,ORG-0004,inspection,INSP-0114,note_evid-0114.txt,cad059840fe811666ceff8579432bbf45b8bd2d1b101dfb1b865ac2899d16456,-33.3631,25.5066,2026-06-15T14:00:00Z,USER-0014,note,N
EVID-0115,ORG-0005,incident,INC-0025,note_evid-0115.txt,20120d55fdcf0b12fae10babedf0695008dc3ed4163a2b6e639c6386991a4ff5,-33.3508,25.4622,2026-07-26T09:00:00Z,USER-0005,note,N
EVID-0116,ORG-0001,inspection,INSP-0116,note_evid-0116.txt,ae9552e571d7d07c266b2610be7a493c35e39da50716151fd4433fb37a7d8bca,-33.3385,25.5177,2026-06-15T20:00:00Z,USER-0016,note,N
EVID-0117,ORG-0002,inspection,INSP-0117,note_evid-0117.txt,169b7a0d3358c5dd98c45ed4ba983850c09324b895b8a71cf326710ca7bda721,-33.3262,25.5288,2026-06-15T23:00:00Z,USER-0017,note,N
EVID-0118,ORG-0003,inspection,INSP-0118,note_evid-0118.txt,e83ba9f8da9ffab9c84d20bff1f1599976ba4da02dd50b2371decd20b3135fe3,-33.3139,25.5288,2026-06-16T02:00:00Z,USER-0018,note,N
EVID-0119,ORG-0004,inspection,INSP-0119,note_evid-0119.txt,5228d7731158d9c2aa10d33f78d7e63016e413def5969af3da76b447eb2ea9a3,-33.3016,25.5399,2026-06-16T05:00:00Z,USER-0019,note,N
EVID-0120,ORG-0005,incident,INC-0030,note_evid-0120.txt,fd02f6cadbc46ce7a3b0c7d55c3572b6d4d4d289c052fe0b2b0ec0d1828de585,-33.2893,25.4844,2026-07-31T09:00:00Z,USER-0010,note,N
EVID-0121,ORG-0001,inspection,INSP-0121,note_evid-0121.txt,f4e0fda6f8c95f0826a4f174a352cb1ce381805f42e08fd2e479b5acb27d98f0,-33.4000,25.4400,2026-06-16T11:00:00Z,USER-0001,note,N
