id,parent_type,parent_id,filename,file_type,gps_lat,gps_lon,timestamp,uploader_id,checksum,description
EVID-0017,inspection,INSP-1017,psj_terrace_wall.jpg,image,-34.169515,24.831933,2026-06-02T15:33:00Z,USER-INS-01,sha256:e84e090832fc0e8864f6a0bf7604d24184147f6681c1cefd50658b248573a3af,Temporary works in place
EVID-0018,inspection,INSP-1018,paterson_n10_marker.jpg,image,-32.879167,27.391524,2026-07-17T18:53:00Z,USER-CTR-01,sha256:ffa1700aa7bf26c301b8350ca7c35c253a81a3ddc99728a2d6450cca4abb2b7f,Downstream outlet
EVID-0019,inspection,INSP-1019,stfrancis_causeway_scour.jpg,image,-32.32966,28.15131,2026-08-26T13:58:00Z,USER-CTR-01,sha256:8b5ba87705060e0952711b583311ff86bd933094c98eb955b1e3ca8cdc3f0f44,Close-up of defect
EVID-0020,inspection,INSP-1020,qonce_signal_mast.jpg,image,-33.693976,25.82118,2026-06-23T14:46:00Z,USER-INS-01,sha256:fc4d6d02d3886bdee2224e19759ea91a2fd2033f7ebc603c4bfafc8570c3c635,Downstream outlet
EVID-0021,inspection,INSP-1021,butterworth_screen.jpg,image,-33.960525,25.601681,2026-06-14T03:33:00Z,USER-INS-01,sha256:6dc98d2fc799e07e26c26e62aaa9cb701dd024ab879cff869158019f557984d3,Safety barrier condition
EVID-0022,inspection,INSP-1022,colchester_floodplain.jpg,image,-33.871287,25.611646,2026-07-23T21:41:00Z,USER-CTR-01,sha256:7f018c26f2691810cf7996d66cac47fd620495759a97de7a7506034b1d8bea97,Temporary works in place
EVID-0023,inspection,INSP-1023,temp_repair_bags.jpg,image,-33.420571,25.44701,2026-08-09T15:36:00Z,USER-CTR-01,sha256:bf587275237288d3131991946883cb5d98a5515e1141830dd280104ebcde1388,Upstream inlet
EVID-0024,inspection,INSP-1024,inspector_checklist_board.jpg,image,-33.805361,25.590131,2026-08-10T13:21:00Z,USER-INS-01,sha256:d4c2d037c2f47b78cb81db276168c23126feba65418d4260fce87f48d8b28c07,Upstream inlet
EVID-0025,inspection,INSP-1025,night_works_lighting.jpg,image,-33.015504,27.90638,2026-07-05T08:59:00Z,USER-CTR-01,sha256:721dd63beb614ce62a14876e4912c3c333d68f9836caf6bafaaa75c898d1636e,Close-up of defect
EVID-0026,inspection,INSP-1026,parapet_spall.jpg,image,-33.02391,27.876383,2026-07-18T20:21:00Z,USER-CTR-01,sha256:ade6fcb5b7fcf0d1ad323909feebfe8382118c9ca294bd853d4c5e3448322e19,Downstream outlet
EVID-0027,inspection,INSP-1027,catchpit_grate.jpg,image,-33.311018,26.532139,2026-06-06T00:09:00Z,USER-CTR-01,sha256:fee45f0a72c5b48d2fe481cdd71b0ed3462aba99ecd31f0a7bd6fc1b8a6a7395,Context photo of asset face
EVID-0028,inspection,INSP-1028,gantry_bolt_corrosion.jpg,image,-31.589029,28.783601,2026-07-24T19:57:00Z,USER-CTR-01,sha256:a6c40810034fdb2c819ea918d7c5f7576513e28e673d8bbed12bfcc887ea78e0,Temporary works in place
EVID-0029,inspection,INSP-1029,channel_vegetation.jpg,image,-31.519831,28.867297,2026-06-01T13:28:00Z,USER-INS-01,sha256:f9fa9b8347bcc1f3776df55ae8e18fb26259c6cc8f9a52219ff7e7c43a9b1034,Temporary works in place
EVID-0030,inspection,INSP-1030,evidence_wide_context.jpg,image,-34.028867,24.770679,2026-07-22T13:38:00Z,USER-INS-01,sha256:1a7e0410286120f420f132698aa741b71985f529d0cec2e50c0950ff76d81125,Upstream inlet
EVID-0031,inspection,INSP-1031,culvert_block_20260801.jpg,image,-34.050227,24.921889,2026-08-12T01:46:00Z,USER-INS-01,sha256:c89982d8497e6ca24bd2c329c3454d7493b24ad75096ae78fe9048f7d7c38f01,Close-up of defect
EVID-0032,inspection,INSP-1032,r72_bridge_west_deck.jpg,image,-33.545256,25.689418,2026-07-23T03:38:00Z,USER-CTR-01,sha256:15f0f5d79835bfda5ec114f0ee4b81b81df4a09f2a90ffc9d8fbe494ee6bc8e7,Safety barrier condition
EVID-0033,inspection,INSP-1033,washout_lane_closure.jpg,image,-32.957668,27.759222,2026-07-07T19:08:00Z,USER-CTR-01,sha256:50d3ba679d0b0fec9020b4735eeb47a80f777cdc083d4c9ef3497c24f2f912e7,Downstream outlet
EVID-0034,inspection,INSP-1034,swartkops_silt_cell.jpg,image,-32.999439,25.701272,2026-06-17T05:29:00Z,USER-CTR-01,sha256:c1b3b4862dd553ba7ec13cb4975599f34a139a1f778f406d64da6c6b4cfab878,Temporary works in place
EVID-0035,inspection,INSP-1035,n2_gqeberha_shoulder.jpg,image,-31.629083,28.97037,2026-06-13T17:58:00Z,USER-CTR-01,sha256:6f4cabc76b14b4faff170f4bedcba20b77c99a64a510404d6a73daeac7261c45,Context photo of asset face
EVID-0036,inspection,INSP-1036,sundays_river_joint.jpg,image,-33.440046,25.970246,2026-07-12T22:26:00Z,USER-CTR-01,sha256:dc945807ef691ffb69b48773e545ebf82de4ea4839de894eaebdce53cf2cf11e,Downstream outlet
EVID-0037,inspection,INSP-1037,motherwell_inlet.jpg,image,-34.169486,24.830229,2026-06-09T20:40:00Z,USER-CTR-01,sha256:01963f44da029069b6350f2f618dc44393f494b7b4b096c4a393a393dbeef930,Close-up of defect
EVID-0038,inspection,INSP-1038,buffalo_overpass_bearing.jpg,image,-32.87996,27.391625,2026-08-15T19:48:00Z,USER-INS-01,sha256:0e47f892ed3f5bcbab19be3330a052177258fa48e6a762088c8da9af9712b8ad,Safety barrier condition
EVID-0039,inspection,INSP-1039,harbour_road_ponding.jpg,image,-32.330348,28.150865,2026-07-18T14:51:00Z,USER-CTR-01,sha256:a39ec5c2130bc2585c87b98fba83106ab76ed0013f523f2907c37fa51af056ab,Upstream inlet
EVID-0040,inspection,INSP-1040,makhanda_guardrail.jpg,image,-33.695457,25.819711,2026-07-28T14:54:00Z,USER-INS-01,sha256:7d567320722b82b940e2b3262e38ea1b9d44f3977488d9ff479564d791726f77,Close-up of defect
EVID-0041,inspection,INSP-1041,mthatha_ring_debris.jpg,image,-33.959092,25.602479,2026-06-12T07:00:00Z,USER-CTR-01,sha256:bfc8ca8b80c9b3953f593ba5c5a296f10e3e8e55f0b423310fc1ffe23ad54a61,Close-up of defect
EVID-0042,inspection,INSP-1042,qumbu_mitre_drain.jpg,image,-33.871392,25.609841,2026-08-06T18:25:00Z,USER-CTR-01,sha256:e57d1d731ae222a6a0186c56b2ef3aa773b1b088c021a5c1ab885b3579359450,Context photo of asset face
EVID-0043,inspection,INSP-1043,humansdorp_crossing.jpg,image,-33.420985,25.447822,2026-08-11T19:29:00Z,USER-CTR-01,sha256:2f38302af265acae8c77fef8ac5d260862cba0a68e0c64341adb526c55a71f1e,Downstream outlet
EVID-0044,inspection,INSP-1044,jeffreys_sand_inlet.jpg,image,-33.803501,25.588495,2026-06-29T12:06:00Z,USER-INS-01,sha256:6393b3a252fa5c730ec24addc45f4416df010dc082f986800f847c2cb57b90db,Context photo of asset face
EVID-0045,inspection,INSP-1045,addo_livestock_grid.jpg,image,-33.016004,27.905442,2026-06-15T15:09:00Z,USER-CTR-01,sha256:6c13e0df733ae2fccd30c2e35e75acc0305773aa46131a6ea98bb578deaa3596,Safety barrier condition
EVID-0046,inspection,INSP-1046,mdantsane_open_channel.jpg,image,-33.025616,27.876459,2026-07-27T01:31:00Z,USER-INS-01,sha256:ad0d88ff082fcdbb7065b8800327af231545d62de4cc90a4d44687c9a540d459,Temporary works in place
EVID-0047,inspection,INSP-1047,psj_terrace_wall.jpg,image,-33.309298,26.530393,2026-07-31T00:35:00Z,USER-INS-01,sha256:e84e090832fc0e8864f6a0bf7604d24184147f6681c1cefd50658b248573a3af,Safety barrier condition
EVID-0048,inspection,INSP-1048,paterson_n10_marker.jpg,image,-31.590147,28.78394,2026-06-27T07:36:00Z,USER-CTR-01,sha256:ffa1700aa7bf26c301b8350ca7c35c253a81a3ddc99728a2d6450cca4abb2b7f,Context photo of asset face
EVID-0049,inspection,INSP-1049,stfrancis_causeway_scour.jpg,image,-31.520119,28.868805,2026-08-03T05:23:00Z,USER-INS-01,sha256:8b5ba87705060e0952711b583311ff86bd933094c98eb955b1e3ca8cdc3f0f44,Upstream inlet
EVID-0050,inspection,INSP-1050,qonce_signal_mast.jpg,image,-34.028674,24.769579,2026-06-05T16:51:00Z,USER-INS-01,sha256:fc4d6d02d3886bdee2224e19759ea91a2fd2033f7ebc603c4bfafc8570c3c635,Safety barrier condition
EVID-0051,inspection,INSP-1051,butterworth_screen.jpg,image,-33.96113,25.603133,2026-06-18T16:31:00Z,USER-CTR-01,sha256:6dc98d2fc799e07e26c26e62aaa9cb701dd024ab879cff869158019f557984d3,Downstream outlet
EVID-0052,inspection,INSP-1052,colchester_floodplain.jpg,image,-33.869359,25.609917,2026-06-13T01:49:00Z,USER-CTR-01,sha256:7f018c26f2691810cf7996d66cac47fd620495759a97de7a7506034b1d8bea97,Upstream inlet
EVID-0053,inspection,INSP-1053,temp_repair_bags.jpg,image,-33.421523,25.448539,2026-06-27T10:10:00Z,USER-CTR-01,sha256:bf587275237288d3131991946883cb5d98a5515e1141830dd280104ebcde1388,Upstream inlet
EVID-0054,inspection,INSP-1054,inspector_checklist_board.jpg,image,-33.803109,25.589749,2026-08-19T15:46:00Z,USER-CTR-01,sha256:d4c2d037c2f47b78cb81db276168c23126feba65418d4260fce87f48d8b28c07,Safety barrier condition
EVID-0055,inspection,INSP-1055,night_works_lighting.jpg,image,-33.016438,27.904629,2026-07-12T21:47:00Z,USER-CTR-01,sha256:721dd63beb614ce62a14876e4912c3c333d68f9836caf6bafaaa75c898d1636e,Context photo of asset face
EVID-0056,inspection,INSP-1056,parapet_spall.jpg,image,-33.024023,27.875155,2026-07-02T07:55:00Z,USER-CTR-01,sha256:ade6fcb5b7fcf0d1ad323909feebfe8382118c9ca294bd853d4c5e3448322e19,Temporary works in place
EVID-0057,inspection,INSP-1057,catchpit_grate.jpg,image,-33.30969,26.531741,2026-06-03T00:29:00Z,USER-CTR-01,sha256:fee45f0a72c5b48d2fe481cdd71b0ed3462aba99ecd31f0a7bd6fc1b8a6a7395,Temporary works in place
EVID-0058,inspection,INSP-1058,gantry_bolt_corrosion.jpg,image,-31.589635,28.784537,2026-08-24T02:03:00Z,USER-CTR-01,sha256:a6c40810034fdb2c819ea918d7c5f7576513e28e673d8bbed12bfcc887ea78e0,Safety barrier condition
EVID-0059,inspection,INSP-1059,channel_vegetation.jpg,image,-31.521634,28.867101,2026-08-03T06:48:00Z,USER-CTR-01,sha256:f9fa9b8347bcc1f3776df55ae8e18fb26259c6cc8f9a52219ff7e7c43a9b1034,Safety barrier condition
EVID-0060,inspection,INSP-1060,evidence_wide_context.jpg,image,-32.99919,25.701238,2026-07-17T12:35:00Z,USER-INS-01,sha256:1a7e0410286120f420f132698aa741b71985f529d0cec2e50c0950ff76d81125,Safety barrier condition
EVID-0061,inspection,INSP-1061,culvert_block_20260801.jpg,image,-34.051016,24.921607,2026-07-03T23:40:00Z,USER-INS-01,sha256:c89982d8497e6ca24bd2c329c3454d7493b24ad75096ae78fe9048f7d7c38f01,Temporary works in place
EVID-0062,inspection,INSP-1062,r72_bridge_west_deck.jpg,image,-33.544765,25.689259,2026-07-04T10:53:00Z,USER-CTR-01,sha256:15f0f5d79835bfda5ec114f0ee4b81b81df4a09f2a90ffc9d8fbe494ee6bc8e7,Upstream inlet
EVID-0063,inspection,INSP-1063,washout_lane_closure.jpg,image,-32.957548,27.761232,2026-06-09T01:02:00Z,USER-INS-01,sha256:50d3ba679d0b0fec9020b4735eeb47a80f777cdc083d4c9ef3497c24f2f912e7,Close-up of defect
EVID-0064,inspection,INSP-1064,swartkops_silt_cell.jpg,image,-33.001193,25.699943,2026-07-19T20:00:00Z,USER-CTR-01,sha256:c1b3b4862dd553ba7ec13cb4975599f34a139a1f778f406d64da6c6b4cfab878,Safety barrier condition
EVID-0065,inspection,INSP-1065,n2_gqeberha_shoulder.jpg,image,-31.627939,28.970942,2026-06-20T18:24:00Z,USER-INS-01,sha256:6f4cabc76b14b4faff170f4bedcba20b77c99a64a510404d6a73daeac7261c45,Temporary works in place
EVID-0066,inspection,INSP-1066,sundays_river_joint.jpg,image,-33.440022,25.970287,2026-07-23T03:23:00Z,USER-INS-01,sha256:dc945807ef691ffb69b48773e545ebf82de4ea4839de894eaebdce53cf2cf11e,Close-up of defect
EVID-0067,inspection,INSP-1067,motherwell_inlet.jpg,image,-34.169916,24.830293,2026-08-29T11:57:00Z,USER-INS-01,sha256:01963f44da029069b6350f2f618dc44393f494b7b4b096c4a393a393dbeef930,Safety barrier condition
EVID-0068,inspection,INSP-1068,buffalo_overpass_bearing.jpg,image,-32.880259,27.391974,2026-06-18T05:24:00Z,USER-INS-01,sha256:0e47f892ed3f5bcbab19be3330a052177258fa48e6a762088c8da9af9712b8ad,Close-up of defect
EVID-0069,inspection,INSP-1069,harbour_road_ponding.jpg,image,-32.330808,28.151199,2026-06-28T00:09:00Z,USER-CTR-01,sha256:a39ec5c2130bc2585c87b98fba83106ab76ed0013f523f2907c37fa51af056ab,Temporary works in place
EVID-0070,inspection,INSP-1070,makhanda_guardrail.jpg,image,-33.694173,25.821051,2026-07-19T13:46:00Z,USER-INS-01,sha256:7d567320722b82b940e2b3262e38ea1b9d44f3977488d9ff479564d791726f77,Downstream outlet
EVID-0071,inspection,INSP-1071,mthatha_ring_debris.jpg,image,-33.959363,25.601653,2026-08-12T20:03:00Z,USER-INS-01,sha256:bfc8ca8b80c9b3953f593ba5c5a296f10e3e8e55f0b423310fc1ffe23ad54a61,Downstream outlet
EVID-0072,inspection,INSP-1072,qumbu_mitre_drain.jpg,image,-33.86989,25.610984,2026-07-23T18:33:00Z,USER-CTR-01,sha256:e57d1d731ae222a6a0186c56b2ef3aa773b1b088c021a5c1ab885b3579359450,Upstream inlet
EVID-0073,inspection,INSP-1073,humansdorp_crossing.jpg,image,-33.421308,25.447764,2026-08-25T17:01:00Z,USER-CTR-01,sha256:2f38302af265acae8c77fef8ac5d260862cba0a68e0c64341adb526c55a71f1e,Safety barrier condition
EVID-0074,inspection,INSP-1074,jeffreys_sand_inlet.jpg,image,-33.804999,25.588278,2026-06-05T16:25:00Z,USER-INS-01,sha256:6393b3a252fa5c730ec24addc45f4416df010dc082f986800f847c2cb57b90db,Context photo of asset face
EVID-0075,inspection,INSP-1075,addo_livestock_grid.jpg,image,-33.014454,27.905618,2026-07-01T04:49:00Z,USER-CTR-01,sha256:6c13e0df733ae2fccd30c2e35e75acc0305773aa46131a6ea98bb578deaa3596,Close-up of defect
EVID-0076,inspection,INSP-1076,mdantsane_open_channel.jpg,image,-33.024522,27.874206,2026-06-16T20:46:00Z,USER-CTR-01,sha256:ad0d88ff082fcdbb7065b8800327af231545d62de4cc90a4d44687c9a540d459,Close-up of defect
EVID-0077,inspection,INSP-1077,psj_terrace_wall.jpg,image,-33.31129,26.530774,2026-08-10T13:50:00Z,USER-CTR-01,sha256:e84e090832fc0e8864f6a0bf7604d24184147f6681c1cefd50658b248573a3af,Close-up of defect
EVID-0078,inspection,INSP-1078,paterson_n10_marker.jpg,image,-31.588365,28.785058,2026-07-26T11:18:00Z,USER-INS-01,sha256:ffa1700aa7bf26c301b8350ca7c35c253a81a3ddc99728a2d6450cca4abb2b7f,Temporary works in place
EVID-0079,inspection,INSP-1079,stfrancis_causeway_scour.jpg,image,-31.520222,28.867906,2026-07-03T07:41:00Z,USER-INS-01,sha256:8b5ba87705060e0952711b583311ff86bd933094c98eb955b1e3ca8cdc3f0f44,Close-up of defect
EVID-0080,inspection,INSP-1080,qonce_signal_mast.jpg,image,-34.028601,24.770729,2026-07-20T10:54:00Z,USER-INS-01,sha256:fc4d6d02d3886bdee2224e19759ea91a2fd2033f7ebc603c4bfafc8570c3c635,Context photo of asset face
EVID-0081,inspection,INSP-1081,butterworth_screen.jpg,image,-34.050428,24.920487,2026-07-24T07:22:00Z,USER-INS-01,sha256:6dc98d2fc799e07e26c26e62aaa9cb701dd024ab879cff869158019f557984d3,Context photo of asset face
EVID-0082,inspection,INSP-1082,colchester_floodplain.jpg,image,-33.54597,25.69103,2026-08-25T08:32:00Z,USER-INS-01,sha256:7f018c26f2691810cf7996d66cac47fd620495759a97de7a7506034b1d8bea97,Upstream inlet
EVID-0083,inspection,INSP-1083,temp_repair_bags.jpg,image,-32.959135,27.760316,2026-08-05T18:25:00Z,USER-CTR-01,sha256:bf587275237288d3131991946883cb5d98a5515e1141830dd280104ebcde1388,Downstream outlet
EVID-0084,inspection,INSP-1084,inspector_checklist_board.jpg,image,-33.000614,25.700227,2026-07-29T07:31:00Z,USER-CTR-01,sha256:d4c2d037c2f47b78cb81db276168c23126feba65418d4260fce87f48d8b28c07,Downstream outlet
EVID-0085,inspection,INSP-1085,night_works_lighting.jpg,image,-31.628918,28.971553,2026-06-26T15:55:00Z,USER-CTR-01,sha256:721dd63beb614ce62a14876e4912c3c333d68f9836caf6bafaaa75c898d1636e,Temporary works in place
EVID-0086,inspection,INSP-1086,parapet_spall.jpg,image,-33.440305,25.971113,2026-07-03T11:34:00Z,USER-CTR-01,sha256:ade6fcb5b7fcf0d1ad323909feebfe8382118c9ca294bd853d4c5e3448322e19,Upstream inlet
EVID-0087,inspection,INSP-1087,catchpit_grate.jpg,image,-34.169205,24.831762,2026-08-06T04:39:00Z,USER-CTR-01,sha256:fee45f0a72c5b48d2fe481cdd71b0ed3462aba99ecd31f0a7bd6fc1b8a6a7395,Safety barrier condition
EVID-0088,inspection,INSP-1088,gantry_bolt_corrosion.jpg,image,-32.879675,27.390588,2026-06-18T07:46:00Z,USER-CTR-01,sha256:a6c40810034fdb2c819ea918d7c5f7576513e28e673d8bbed12bfcc887ea78e0,Upstream inlet
EVID-0089,inspection,INSP-1089,channel_vegetation.jpg,image,-32.331643,28.1507,2026-07-29T02:06:00Z,USER-CTR-01,sha256:f9fa9b8347bcc1f3776df55ae8e18fb26259c6cc8f9a52219ff7e7c43a9b1034,Temporary works in place
EVID-0090,inspection,INSP-1090,evidence_wide_context.jpg,image,-33.694195,25.821482,2026-06-07T10:01:00Z,USER-INS-01,sha256:1a7e0410286120f420f132698aa741b71985f529d0cec2e50c0950ff76d81125,Temporary works in place
EVID-0091,inspection,INSP-1091,culvert_block_20260801.jpg,image,-33.960397,25.602771,2026-06-18T10:55:00Z,USER-CTR-01,sha256:c89982d8497e6ca24bd2c329c3454d7493b24ad75096ae78fe9048f7d7c38f01,Context photo of asset face
EVID-0092,inspection,INSP-1092,r72_bridge_west_deck.jpg,image,-33.871108,25.611959,2026-08-01T11:44:00Z,USER-INS-01,sha256:15f0f5d79835bfda5ec114f0ee4b81b81df4a09f2a90ffc9d8fbe494ee6bc8e7,Upstream inlet
EVID-0093,inspection,INSP-1093,washout_lane_closure.jpg,image,-33.420093,25.449234,2026-06-30T07:20:00Z,USER-INS-01,sha256:50d3ba679d0b0fec9020b4735eeb47a80f777cdc083d4c9ef3497c24f2f912e7,Temporary works in place
EVID-0094,inspection,INSP-1094,swartkops_silt_cell.jpg,image,-33.804728,25.588005,2026-07-10T22:53:00Z,USER-CTR-01,sha256:c1b3b4862dd553ba7ec13cb4975599f34a139a1f778f406d64da6c6b4cfab878,Safety barrier condition
EVID-0095,inspection,INSP-1095,n2_gqeberha_shoulder.jpg,image,-33.015609,27.906149,2026-07-20T09:30:00Z,USER-CTR-01,sha256:6f4cabc76b14b4faff170f4bedcba20b77c99a64a510404d6a73daeac7261c45,Temporary works in place
EVID-0096,inspection,INSP-1096,sundays_river_joint.jpg,image,-33.026096,27.874429,2026-08-18T06:35:00Z,USER-CTR-01,sha256:dc945807ef691ffb69b48773e545ebf82de4ea4839de894eaebdce53cf2cf11e,Temporary works in place
EVID-0097,inspection,INSP-1097,motherwell_inlet.jpg,image,-33.309432,26.53008,2026-07-21T16:19:00Z,USER-INS-01,sha256:01963f44da029069b6350f2f618dc44393f494b7b4b096c4a393a393dbeef930,Context photo of asset face
EVID-0098,inspection,INSP-1098,buffalo_overpass_bearing.jpg,image,-31.589556,28.785314,2026-08-25T01:38:00Z,USER-CTR-01,sha256:0e47f892ed3f5bcbab19be3330a052177258fa48e6a762088c8da9af9712b8ad,Downstream outlet
EVID-0099,inspection,INSP-1001,culvert_block_20260801.jpg,image,-33.0002,25.7001,2026-08-01T09:17:00Z,USER-INS-01,sha256:c89982d8497e6ca24bd2c329c3454d7493b24ad75096ae78fe9048f7d7c38f01,Photo showing partial blockage
EVID-0100,inspection,INSP-1100,makhanda_guardrail.jpg,image,-34.028974,24.769756,2026-06-16T16:43:00Z,USER-CTR-01,sha256:7d567320722b82b940e2b3262e38ea1b9d44f3977488d9ff479564d791726f77,Temporary works in place
EVID-0101,inspection,INSP-1101,mthatha_ring_debris.jpg,image,-33.959303,25.601783,2026-08-25T22:45:00Z,USER-CTR-01,sha256:bfc8ca8b80c9b3953f593ba5c5a296f10e3e8e55f0b423310fc1ffe23ad54a61,Downstream outlet
EVID-0102,inspection,INSP-1102,qumbu_mitre_drain.jpg,image,-33.871039,25.611865,2026-06-14T03:20:00Z,USER-CTR-01,sha256:e57d1d731ae222a6a0186c56b2ef3aa773b1b088c021a5c1ab885b3579359450,Safety barrier condition
EVID-0103,inspection,INSP-1103,humansdorp_crossing.jpg,image,-33.422138,25.447154,2026-06-16T17:00:00Z,USER-CTR-01,sha256:2f38302af265acae8c77fef8ac5d260862cba0a68e0c64341adb526c55a71f1e,Upstream inlet
EVID-0104,inspection,INSP-1104,jeffreys_sand_inlet.jpg,image,-33.804646,25.58819,2026-08-05T07:42:00Z,USER-CTR-01,sha256:6393b3a252fa5c730ec24addc45f4416df010dc082f986800f847c2cb57b90db,Close-up of defect
EVID-0105,inspection,INSP-1105,addo_livestock_grid.jpg,image,-33.015515,27.905112,2026-07-09T01:04:00Z,USER-INS-01,sha256:6c13e0df733ae2fccd30c2e35e75acc0305773aa46131a6ea98bb578deaa3596,Context photo of asset face
EVID-0106,inspection,INSP-1106,mdantsane_open_channel.jpg,image,-33.025922,27.875847,2026-06-07T15:53:00Z,USER-CTR-01,sha256:ad0d88ff082fcdbb7065b8800327af231545d62de4cc90a4d44687c9a540d459,Temporary works in place
EVID-0107,inspection,INSP-1107,psj_terrace_wall.jpg,image,-33.309952,26.530416,2026-08-11T19:26:00Z,USER-CTR-01,sha256:e84e090832fc0e8864f6a0bf7604d24184147f6681c1cefd50658b248573a3af,Close-up of defect
EVID-0108,inspection,INSP-1108,paterson_n10_marker.jpg,image,-31.590381,28.783596,2026-06-06T21:42:00Z,USER-CTR-01,sha256:ffa1700aa7bf26c301b8350ca7c35c253a81a3ddc99728a2d6450cca4abb2b7f,Upstream inlet
EVID-0109,inspection,INSP-1109,stfrancis_causeway_scour.jpg,image,-31.520768,28.868525,2026-08-01T12:09:00Z,USER-INS-01,sha256:8b5ba87705060e0952711b583311ff86bd933094c98eb955b1e3ca8cdc3f0f44,Close-up of defect
EVID-0110,inspection,INSP-1110,qonce_signal_mast.jpg,image,-33.001325,25.699871,2026-06-09T22:45:00Z,USER-INS-01,sha256:fc4d6d02d3886bdee2224e19759ea91a2fd2033f7ebc603c4bfafc8570c3c635,Safety barrier condition
EVID-0111,inspection,INSP-1111,butterworth_screen.jpg,image,-34.050005,24.9208,2026-07-11T01:45:00Z,USER-CTR-01,sha256:6dc98d2fc799e07e26c26e62aaa9cb701dd024ab879cff869158019f557984d3,Context photo of asset face
EVID-0112,inspection,INSP-1112,colchester_floodplain.jpg,image,-33.544471,25.689436,2026-07-01T01:01:00Z,USER-INS-01,sha256:7f018c26f2691810cf7996d66cac47fd620495759a97de7a7506034b1d8bea97,Context photo of asset face
